,sex,age,marital_status,number_of_dependants,annual_income,account_type,credit_limit,number_of_accounts,months_since_openning,outstanding_balance,utilisation_ratio,total_amount_of_transactions,total_number_of_transactions,number_of_contacts_over_12_months,months_inactive_over_12_months,Predicted
1676,F,51,Married,2,Less than $50K,Silver,2114.0,1,36,0,0.0,2872,45,2,2,1
1677,M,53,Single,4,$70K - $90K,Silver,14366.0,5,45,888,0.062,3868,66,2,3,0
1678,F,45,Unknown,2,Less than $50K,Silver,3240.0,6,35,2517,0.777,1904,41,3,3,1
1679,M,53,Single,2,$70K - $90K,Silver,19116.0,5,40,0,0.0,1184,29,2,2,0
1680,F,55,Single,3,Less than $50K,Silver,2679.0,3,36,2277,0.85,4943,85,3,3,0
1681,M,29,Divorced,1,Less than $50K,Silver,3839.0,4,36,1139,0.297,14791,124,2,3,0
1682,F,45,Single,2,Less than $50K,Silver,1492.0,1,33,0,0.0,2469,38,4,3,1
1683,F,49,Unknown,0,Less than $50K,Silver,1749.0,5,37,0,0.0,2510,38,3,2,1
1684,F,40,Married,5,Less than $50K,Silver,2813.0,4,31,2208,0.785,4491,68,2,2,0
1685,F,54,Married,3,Less than $50K,Silver,3173.0,1,36,1822,0.574,4883,71,1,1,0
1686,M,53,Single,4,$90K - $110K,Silver,11561.0,3,44,2189,0.189,2153,39,2,3,1
1687,M,49,Single,3,$70K - $90K,Silver,7154.0,3,32,1472,0.206,3607,59,4,1,0
1688,F,59,Unknown,1,Less than $50K,Silver,9899.0,6,45,2023,0.204,4579,73,3,3,0
1689,F,32,Married,1,Less than $50K,Silver,4097.0,1,36,1293,0.316,15925,100,2,1,0
1690,F,49,Single,3,Unknown,Silver,3855.0,4,36,211,0.055,1724,34,3,2,1
1691,F,39,Married,4,Unknown,Silver,5024.0,6,21,1613,0.321,1925,40,4,1,0
1692,M,44,Married,3,$70K - $90K,Silver,3605.0,2,36,0,0.0,6800,78,1,2,0
1693,F,48,Single,4,Unknown,Silver,2231.0,4,44,0,0.0,3946,48,0,3,0
1694,F,46,Single,2,Less than $50K,Silver,8309.0,3,36,858,0.103,1165,35,3,4,0
1695,M,38,Married,2,$90K - $110K,Silver,16059.0,4,33,618,0.038,1357,26,2,3,0
1696,F,40,Married,4,Unknown,Silver,1622.0,1,28,972,0.599,4216,71,3,3,0
1697,M,42,Married,3,Less than $50K,Silver,6153.0,2,36,974,0.158,7434,92,1,2,0
1698,M,33,Single,0,$50K - $70K,Silver,10023.0,6,36,504,0.05,2878,65,1,1,0
1699,M,50,Married,1,$110K and Over,Silver,20968.0,6,36,0,0.0,2823,61,2,3,0
1700,F,51,Divorced,2,Unknown,Silver,2069.0,5,36,1802,0.871,4402,91,3,3,0
1701,M,43,Single,5,$70K - $90K,Silver,4556.0,3,24,0,0.0,4273,82,3,1,0
1702,F,56,Married,1,Less than $50K,Silver,3132.0,4,45,2230,0.712,4412,73,2,1,0
1703,F,47,Married,3,Unknown,Gold,34516.0,3,31,2517,0.073,2691,42,2,3,1
1704,M,38,Unknown,1,$50K - $70K,Silver,3523.0,3,18,1379,0.391,15108,118,3,3,0
1705,M,53,Married,3,$70K - $90K,Silver,5264.0,5,43,2169,0.412,1219,27,2,3,0
1706,F,52,Married,3,Less than $50K,Silver,4223.0,4,40,2235,0.529,3669,62,1,4,0
1707,F,44,Married,1,Less than $50K,Silver,1953.0,3,36,1762,0.902,4590,91,4,2,0
1708,F,40,Married,3,$50K - $70K,Silver,6247.0,5,20,1508,0.241,5158,68,2,2,0
1709,M,44,Single,3,$90K - $110K,Silver,19724.0,5,38,0,0.0,3830,82,3,2,0
1710,M,47,Single,2,$50K - $70K,Silver,5791.0,1,35,1957,0.338,7823,93,3,6,0
1711,F,52,Married,2,Less than $50K,Silver,5299.0,3,48,578,0.109,4509,79,4,2,0
1712,F,48,Married,5,$50K - $70K,Silver,1610.0,3,36,0,0.0,4243,85,1,2,0
1713,F,40,Married,3,Less than $50K,Silver,2694.0,5,34,0,0.0,2684,38,2,1,1
1714,M,53,Married,1,$110K and Over,Diamond,34516.0,1,44,831,0.024,13247,107,3,6,0
1715,M,44,Married,2,$70K - $90K,Silver,7317.0,3,36,959,0.131,5082,86,1,2,0
1716,M,39,Married,4,Less than $50K,Silver,2973.0,4,32,2360,0.794,2593,57,4,1,0
1717,M,43,Single,4,$70K - $90K,Silver,10573.0,5,34,0,0.0,2237,43,3,3,1
1718,F,38,Married,1,Less than $50K,Silver,1438.3,6,28,0,0.0,4475,74,1,1,0
1719,M,39,Married,1,$90K - $110K,Silver,3327.0,4,28,0,0.0,1665,36,4,2,0
1720,M,44,Single,4,$70K - $90K,Silver,9682.0,2,39,1727,0.178,14991,95,3,2,0
1721,M,61,Single,0,$70K - $90K,Silver,2415.0,1,53,2050,0.849,4479,71,3,3,0
1722,F,42,Single,5,Less than $50K,Silver,8464.0,4,36,1002,0.118,4227,92,2,2,0
1723,F,51,Single,3,Less than $50K,Silver,3747.0,5,36,2268,0.605,4609,87,3,3,0
1724,F,40,Married,2,Less than $50K,Silver,2107.0,3,32,941,0.447,4858,73,0,3,0
1725,M,54,Married,3,Less than $50K,Silver,1556.0,3,36,1278,0.821,1615,35,2,3,0
1726,M,45,Divorced,4,$70K - $90K,Silver,6784.0,5,37,891,0.131,1900,28,4,2,0
1727,M,57,Single,2,$70K - $90K,Silver,6024.0,2,36,1532,0.254,15763,97,3,3,0
1728,F,38,Single,2,Less than $50K,Silver,3590.0,3,29,1924,0.536,1472,37,2,3,0
1729,F,41,Married,5,Less than $50K,Silver,7531.0,2,31,1692,0.225,7768,92,1,3,0
1730,M,59,Single,1,$50K - $70K,Silver,3808.0,3,51,713,0.187,4845,88,3,4,0
1731,M,57,Single,2,$90K - $110K,Silver,12045.0,6,43,1749,0.145,4884,86,1,3,0
1732,F,50,Married,3,Less than $50K,Silver,2719.0,4,42,0,0.0,4172,65,3,3,0
1733,M,52,Single,1,$90K - $110K,Gold,34516.0,2,44,1618,0.047,11603,109,2,1,0
1734,F,43,Unknown,3,Unknown,Gold,34516.0,3,33,1858,0.054,4197,67,3,1,0
1735,F,41,Single,3,Less than $50K,Silver,1738.0,4,31,0,0.0,4220,68,1,2,0
1736,F,43,Married,1,Less than $50K,Silver,1536.0,4,36,0,0.0,1973,36,4,2,1
1737,M,52,Single,1,$90K - $110K,Silver,3770.0,1,44,0,0.0,2387,51,2,3,1
1738,F,45,Unknown,3,Less than $50K,Gold,14521.0,3,36,0,0.0,4178,66,2,2,0
1739,M,53,Married,2,$110K and Over,Silver,3329.0,5,36,1092,0.328,1978,33,3,3,0
1740,M,53,Single,3,$90K - $110K,Silver,34516.0,4,43,1084,0.031,14319,124,4,3,0
1741,F,45,Married,3,Less than $50K,Silver,2400.0,3,38,1613,0.672,1311,34,2,3,0
1742,F,47,Unknown,3,$50K - $70K,Silver,5369.0,5,36,1854,0.345,1898,50,3,2,0
1743,F,49,Single,4,Less than $50K,Silver,9431.0,5,45,1785,0.189,14261,99,2,3,0
1744,M,44,Single,5,$90K - $110K,Silver,8206.0,6,34,763,0.093,1715,43,3,2,0
1745,F,47,Married,1,Less than $50K,Silver,2709.0,3,41,2034,0.751,4915,92,4,3,0
1746,M,47,Married,2,$90K - $110K,Silver,12933.0,3,36,2239,0.173,6564,56,2,3,1
1747,F,47,Divorced,2,Less than $50K,Gold,13878.0,6,34,2222,0.16,1658,38,2,4,0
1748,F,53,Single,2,Unknown,Silver,9314.0,5,36,1761,0.189,3696,80,3,2,0
1749,F,66,Married,0,Unknown,Silver,7882.0,5,56,605,0.077,704,16,3,4,1
1750,F,48,Single,3,Unknown,Silver,6448.0,3,38,1087,0.169,4990,85,3,3,0
1751,F,47,Married,4,Less than $50K,Silver,2633.0,3,38,1924,0.731,3407,66,2,1,0
1752,M,46,Married,3,$90K - $110K,Silver,1438.3,6,26,864,0.601,2299,40,3,2,0
1753,F,42,Married,2,Less than $50K,Silver,1929.0,3,23,1673,0.867,857,36,3,3,1
1754,F,52,Single,3,$50K - $70K,Silver,1915.0,2,36,1445,0.755,2264,39,3,3,1
1755,F,51,Single,2,Less than $50K,Silver,2581.0,3,39,1722,0.667,4431,79,2,4,0
1756,F,52,Single,1,Less than $50K,Silver,3244.0,2,36,1855,0.572,8087,95,1,2,0
1757,M,50,Married,1,$110K and Over,Gold,34516.0,4,38,1915,0.055,3828,65,3,3,0
1758,F,56,Married,2,Less than $50K,Silver,9092.0,1,48,1363,0.15,14779,94,3,2,0
1759,M,42,Single,2,$110K and Over,Diamond,34516.0,5,37,1230,0.036,3260,63,2,2,0
1760,M,56,Married,1,$90K - $110K,Silver,4145.0,5,45,1468,0.354,1238,36,3,1,0
1761,M,36,Married,3,$110K and Over,Silver,12852.0,5,29,1945,0.151,1606,33,4,2,0
1762,M,44,Single,4,$110K and Over,Gold,34516.0,2,36,1635,0.047,7219,86,1,2,0
1763,F,52,Married,1,Unknown,Silver,1438.3,2,40,1228,0.854,4991,78,1,2,0
1764,F,65,Single,2,Less than $50K,Silver,6812.0,3,56,1926,0.283,2288,48,3,0,0
1765,M,57,Married,4,$90K - $110K,Silver,19270.0,3,46,1662,0.086,1565,28,3,2,0
1766,F,53,Single,1,Less than $50K,Silver,2312.0,3,45,1997,0.864,5085,78,2,2,0
1767,M,34,Single,2,$90K - $110K,Silver,13395.0,3,29,1678,0.125,2650,69,3,1,0
1768,F,37,Married,2,Less than $50K,Silver,1438.3,4,25,0,0.0,4513,75,1,2,0
1769,F,46,Married,2,Less than $50K,Silver,2002.0,1,42,0,0.0,2423,39,4,0,1
1770,F,51,Married,3,Less than $50K,Silver,2141.0,6,35,1176,0.549,4317,64,1,1,0
1771,F,35,Single,2,Unknown,Silver,3280.0,4,27,1806,0.551,2534,78,0,3,0
1772,F,45,Divorced,3,$50K - $70K,Gold,18000.0,2,36,1829,0.102,7149,86,2,2,0
1773,M,50,Married,2,$110K and Over,Gold,34516.0,5,37,399,0.012,2118,41,1,2,1
1774,F,41,Single,5,$50K - $70K,Silver,14987.0,6,32,1425,0.095,4470,83,2,1,0
1775,M,41,Married,2,$110K and Over,Silver,14302.0,5,32,2097,0.147,1505,35,3,2,0
1776,F,48,Unknown,3,$50K - $70K,Silver,2485.0,3,33,1651,0.664,4351,86,2,2,0
1777,F,49,Married,1,$50K - $70K,Silver,8061.0,2,39,2517,0.312,1224,31,3,3,0
1778,F,51,Married,0,Less than $50K,Silver,3132.0,5,35,1815,0.58,3607,60,4,3,0
1779,M,52,Single,1,$50K - $70K,Silver,8748.0,4,43,2284,0.261,3533,73,3,3,0
1780,M,52,Single,1,$50K - $70K,Silver,4826.0,3,36,0,0.0,8585,62,4,3,1
1781,M,51,Married,1,$110K and Over,Silver,34516.0,2,39,2452,0.071,7111,82,2,3,0
1782,F,40,Single,3,Less than $50K,Silver,6728.0,4,34,1192,0.177,5244,75,4,1,0
1783,F,65,Married,0,$50K - $70K,Silver,7427.0,3,56,1303,0.175,1596,42,4,2,0
1784,M,46,Unknown,5,$90K - $110K,Silver,34516.0,6,28,1259,0.036,4300,94,1,1,0
1785,M,52,Married,2,$90K - $110K,Silver,33256.0,2,41,928,0.028,7796,97,1,5,0
1786,F,52,Single,4,Less than $50K,Silver,4440.0,2,36,1149,0.259,14973,112,3,3,0
1787,M,48,Married,4,$90K - $110K,Silver,19762.0,6,36,507,0.026,2793,67,4,2,0
1788,M,35,Married,2,$50K - $70K,Silver,2256.0,3,21,775,0.344,1749,33,3,1,0
1789,F,62,Unknown,1,$50K - $70K,Silver,3807.0,3,56,2517,0.661,1739,36,1,5,1
1790,F,55,Single,4,Less than $50K,Silver,2638.0,1,44,1423,0.539,4153,77,1,2,0
1791,M,37,Single,2,$50K - $70K,Silver,10226.0,6,24,0,0.0,2243,44,4,2,1
1792,M,48,Unknown,4,$70K - $90K,Diamond,34516.0,5,32,1285,0.037,15279,122,3,1,0
1793,M,35,Married,4,$50K - $70K,Silver,5325.0,6,27,1318,0.248,1814,43,3,2,0
1794,M,35,Married,1,$90K - $110K,Silver,13046.0,6,20,1177,0.09,2601,52,4,3,0
1795,F,45,Single,2,Unknown,Silver,27804.0,4,37,0,0.0,2761,57,4,2,0
1796,M,46,Married,3,$70K - $90K,Silver,4267.0,2,36,0,0.0,1067,23,4,3,1
1797,M,54,Married,1,$90K - $110K,Silver,9642.0,4,42,2517,0.261,1401,35,4,1,0
1798,F,50,Married,3,Less than $50K,Silver,1596.0,2,44,1185,0.742,5235,76,1,2,0
1799,M,42,Single,4,$90K - $110K,Gold,34516.0,2,38,2273,0.066,8502,103,3,1,0
1800,F,52,Single,2,Unknown,Silver,3608.0,2,41,2517,0.698,4907,53,3,3,1
1801,M,39,Single,1,$90K - $110K,Silver,34458.0,1,36,846,0.025,8271,94,3,1,0
1802,M,49,Married,3,$110K and Over,Diamond,14938.0,4,38,0,0.0,15277,131,4,3,0
1803,M,54,Single,5,$70K - $90K,Silver,20401.0,6,45,0,0.0,4637,75,3,1,0
1804,M,53,Single,3,$90K - $110K,Silver,2506.0,6,34,0,0.0,1687,62,0,3,0
1805,F,63,Married,1,$50K - $70K,Silver,3141.0,3,49,1819,0.579,1539,35,3,1,0
1806,F,41,Divorced,1,Less than $50K,Silver,2758.0,5,30,1675,0.607,3820,72,4,2,0
1807,M,51,Single,0,$90K - $110K,Silver,10648.0,3,45,2517,0.236,4930,89,3,2,0
1808,M,40,Unknown,2,$90K - $110K,Silver,5238.0,1,26,2077,0.397,7321,73,1,3,0
1809,F,37,Single,0,Less than $50K,Silver,9178.0,2,36,1585,0.173,14932,110,3,2,0
1810,F,47,Single,1,Unknown,Silver,8440.0,5,40,2087,0.247,4161,74,4,4,0
1811,M,31,Single,1,$50K - $70K,Silver,1935.0,5,25,1033,0.534,2498,60,3,3,0
1812,M,54,Married,3,$90K - $110K,Silver,2798.0,4,46,1256,0.449,2631,55,2,3,0
1813,M,50,Divorced,1,$70K - $90K,Silver,7050.0,3,44,1008,0.143,2176,39,3,4,1
1814,F,44,Married,1,Less than $50K,Silver,3242.0,5,38,799,0.246,1424,37,4,2,0
1815,F,47,Married,5,$50K - $70K,Silver,7061.0,5,36,1813,0.257,1831,60,2,3,0
1816,F,58,Divorced,1,Unknown,Silver,3266.0,3,54,859,0.263,2151,46,3,5,1
1817,F,46,Single,3,$50K - $70K,Gold,16239.0,4,40,1487,0.092,3838,48,1,3,0
1818,F,36,Single,2,Less than $50K,Silver,1821.0,1,26,1486,0.816,2824,43,3,2,1
1819,F,48,Single,2,$50K - $70K,Silver,3072.0,2,34,1734,0.564,4540,78,1,3,0
1820,F,57,Single,3,Less than $50K,Silver,2002.0,4,52,1188,0.593,3735,73,3,3,0
1821,F,44,Married,1,Less than $50K,Silver,1522.0,5,33,0,0.0,4835,70,3,1,0
1822,F,48,Married,2,Unknown,Silver,8446.0,3,37,908,0.108,4240,67,2,2,0
1823,F,48,Married,4,Less than $50K,Silver,2646.0,6,31,1983,0.749,4727,83,4,6,0
1824,M,51,Single,3,$50K - $70K,Silver,3272.0,4,45,1896,0.579,4220,74,0,3,0
1825,F,52,Married,1,$50K - $70K,Silver,3136.0,5,36,1864,0.594,1036,25,2,1,0
1826,F,39,Single,1,Less than $50K,Silver,3390.0,5,31,2222,0.655,5001,82,1,2,0
1827,F,49,Unknown,4,Less than $50K,Silver,5975.0,1,45,2045,0.342,13090,102,1,3,0
1828,M,49,Married,3,$110K and Over,Silver,4781.0,5,43,0,0.0,2451,50,3,3,1
1829,M,44,Married,3,$90K - $110K,Silver,25256.0,5,25,966,0.038,2048,40,3,2,0
1830,F,45,Married,3,Unknown,Silver,2777.0,5,41,2118,0.763,4442,64,2,4,0
1831,M,47,Single,3,$110K and Over,Silver,34516.0,3,36,0,0.0,2020,33,4,3,1
1832,F,54,Single,3,Less than $50K,Silver,2778.0,4,36,743,0.267,4515,74,2,2,0
1833,F,42,Married,1,Less than $50K,Silver,1840.0,5,27,1565,0.851,4518,72,3,3,0
1834,F,31,Single,0,Unknown,Silver,26423.0,3,36,0,0.0,13575,108,1,3,0
1835,F,42,Married,4,Less than $50K,Silver,4478.0,4,35,1700,0.38,3879,76,2,2,0
1836,M,37,Single,2,$50K - $70K,Silver,4297.0,6,30,0,0.0,4310,76,4,3,0
1837,M,50,Single,1,$90K - $110K,Gold,34516.0,4,36,0,0.0,16019,105,3,5,0
1838,F,43,Married,3,Less than $50K,Gold,10466.0,4,32,2080,0.199,4116,64,2,3,0
1839,M,49,Married,5,$50K - $70K,Silver,3893.0,2,44,0,0.0,1866,37,4,3,1
1840,F,56,Single,2,$50K - $70K,Silver,13904.0,4,36,625,0.045,3151,67,2,1,0
1841,F,57,Married,2,$50K - $70K,Silver,4682.0,5,47,1010,0.216,4322,83,2,2,0
1842,F,50,Single,0,$50K - $70K,Silver,7507.0,6,41,1697,0.226,4651,71,3,2,0
1843,F,55,Married,1,Less than $50K,Silver,2281.0,5,46,920,0.403,3968,66,4,1,0
1844,M,46,Single,4,$70K - $90K,Silver,12280.0,5,40,985,0.08,4263,70,1,2,0
1845,F,59,Married,0,Less than $50K,Silver,2417.0,6,39,1932,0.799,2367,50,4,3,1
1846,M,63,Married,2,$70K - $90K,Silver,14035.0,5,49,2061,0.147,1606,30,3,2,0
1847,M,40,Single,4,$70K - $90K,Silver,8529.0,3,36,901,0.106,4252,68,2,2,0
1848,M,43,Married,4,$50K - $70K,Silver,4373.0,6,32,0,0.0,2397,46,3,3,1
1849,M,51,Single,3,$90K - $110K,Gold,34516.0,5,38,1802,0.052,4544,80,4,3,0
1850,M,49,Married,4,$90K - $110K,Silver,9738.0,6,38,1835,0.188,4816,49,3,6,1
1851,M,47,Married,5,Less than $50K,Silver,3532.0,4,41,0,0.0,3162,56,1,2,0
1852,F,48,Single,3,$50K - $70K,Silver,1899.0,5,41,671,0.353,2434,45,3,3,1
1853,M,43,Single,2,$90K - $110K,Silver,34516.0,3,30,0,0.0,2427,51,3,3,1
1854,M,46,Single,4,$110K and Over,Silver,34516.0,4,34,0,0.0,4143,68,2,1,0
1855,F,44,Married,3,Unknown,Silver,7751.0,5,27,1965,0.254,4543,90,1,1,0
1856,M,45,Divorced,3,$70K - $90K,Silver,19629.0,6,36,0,0.0,4073,79,2,3,0
1857,F,35,Single,3,Less than $50K,Silver,1438.3,2,27,0,0.0,5020,94,3,2,0
1858,M,43,Single,2,$90K - $110K,Silver,10851.0,3,36,1101,0.101,3688,65,3,3,0
1859,F,47,Single,3,$50K - $70K,Silver,4543.0,6,35,1028,0.226,4093,77,2,5,0
1860,M,38,Married,3,$90K - $110K,Silver,6361.0,4,22,694,0.109,1499,31,3,2,0
1861,F,55,Single,3,Unknown,Silver,2553.0,6,44,1823,0.714,3853,69,3,6,0
1862,F,53,Married,3,Unknown,Silver,1882.0,6,45,0,0.0,5221,87,3,1,0
1863,F,43,Single,4,Less than $50K,Silver,3220.0,2,38,0,0.0,13339,90,2,1,0
1864,F,46,Single,4,Less than $50K,Silver,2881.0,2,36,2450,0.85,2450,49,3,3,1
1865,M,50,Single,2,$70K - $90K,Silver,9690.0,5,40,1115,0.115,4620,64,3,2,0
1866,F,49,Single,3,Unknown,Gold,31631.0,3,36,0,0.0,3418,58,2,2,0
1867,M,51,Married,2,$90K - $110K,Silver,6205.0,4,35,2264,0.365,4605,88,2,2,0
1868,F,39,Single,1,Less than $50K,Silver,1862.0,5,31,726,0.39,5105,79,1,2,0
1869,M,43,Married,1,$70K - $90K,Silver,4255.0,1,36,1729,0.406,3607,75,3,2,0
1870,F,48,Married,3,Unknown,Gold,32611.0,4,36,1718,0.053,3916,61,3,2,0
1871,F,45,Unknown,2,Less than $50K,Silver,2723.0,3,36,1902,0.698,3875,84,1,1,0
1872,M,52,Married,2,$90K - $110K,Silver,18046.0,2,36,0,0.0,13758,104,1,3,0
1873,M,52,Single,4,$50K - $70K,Silver,13090.0,3,46,0,0.0,3851,78,2,3,0
1874,M,53,Unknown,2,$90K - $110K,Silver,17190.0,3,46,1736,0.101,15055,117,3,6,0
1875,M,26,Single,0,$70K - $90K,Silver,7102.0,3,13,0,0.0,2411,41,3,3,0
1876,F,35,Married,3,Less than $50K,Silver,3187.0,6,26,2517,0.79,2072,33,3,1,0
1877,F,41,Single,4,Unknown,Silver,5802.0,6,33,2490,0.429,3386,53,3,4,0
1878,F,42,Married,3,$50K - $70K,Silver,1456.0,5,30,0,0.0,2843,42,2,3,1
1879,F,50,Single,0,Less than $50K,Silver,2670.0,6,43,1944,0.728,4491,65,2,4,0
1880,M,43,Single,3,Less than $50K,Silver,4098.0,3,31,1776,0.433,3939,84,2,1,0
1881,F,41,Married,3,Unknown,Silver,4739.0,4,31,1878,0.396,5238,84,3,6,0
1882,F,34,Married,1,Less than $50K,Silver,2221.0,6,16,1814,0.817,4758,64,4,1,0
1883,M,47,Unknown,2,$50K - $70K,Silver,2335.0,3,37,1373,0.588,4267,81,1,3,0
1884,M,36,Married,2,$50K - $70K,Silver,3877.0,4,36,1495,0.386,1942,42,1,3,0
1885,M,48,Married,2,$90K - $110K,Silver,10761.0,2,36,1722,0.16,4731,82,1,1,0
1886,M,46,Divorced,5,$70K - $90K,Silver,17196.0,3,36,1646,0.096,1466,41,2,1,0
1887,M,49,Married,3,$70K - $90K,Silver,1438.3,4,29,535,0.372,3016,80,1,3,0
1888,F,48,Married,5,$50K - $70K,Silver,2866.0,4,43,921,0.321,4615,72,3,1,0
1889,F,59,Single,1,$50K - $70K,Silver,1980.0,2,53,1409,0.712,5350,96,0,2,0
1890,F,39,Married,4,Unknown,Silver,1827.0,2,21,0,0.0,4207,86,2,3,0
1891,F,59,Single,2,Unknown,Silver,3578.0,4,52,663,0.185,4065,79,4,2,0
1892,M,49,Single,3,Less than $50K,Silver,7659.0,2,44,1698,0.222,15860,105,2,3,0
1893,M,39,Married,1,Less than $50K,Silver,2283.0,4,27,1053,0.461,4571,72,2,2,0
1894,F,51,Single,1,Unknown,Silver,9352.0,3,41,1429,0.153,3536,71,2,2,0
1895,M,37,Single,3,$50K - $70K,Silver,13589.0,6,29,2517,0.185,9456,79,3,2,1
1896,F,45,Unknown,4,Less than $50K,Silver,2396.0,2,38,887,0.37,7480,84,1,2,0
1897,F,41,Married,1,$50K - $70K,Silver,2235.0,3,36,1688,0.755,4633,79,1,4,0
1898,F,39,Single,4,Less than $50K,Silver,2863.0,5,29,1940,0.678,4985,90,0,3,0
1899,F,34,Unknown,2,Unknown,Gold,32292.0,2,16,1731,0.054,7564,76,1,2,0
1900,M,46,Divorced,3,$50K - $70K,Silver,10931.0,5,27,2297,0.21,4802,73,3,2,0
1901,M,39,Divorced,3,$50K - $70K,Silver,2503.0,3,34,2185,0.873,4157,58,2,3,0
1902,F,46,Single,3,Less than $50K,Silver,6636.0,1,36,2399,0.362,7023,86,2,3,0
1903,F,57,Divorced,2,$50K - $70K,Silver,4288.0,2,48,1678,0.391,15505,113,2,2,0
1904,F,44,Unknown,2,Less than $50K,Silver,4057.0,2,39,755,0.186,4301,58,3,3,0
1905,M,45,Married,4,$90K - $110K,Silver,34516.0,3,36,1170,0.034,3785,64,3,2,0
1906,F,28,Single,1,Less than $50K,Silver,3848.0,2,14,0,0.0,14054,105,3,3,0
1907,F,47,Single,4,$50K - $70K,Silver,1596.0,3,36,0,0.0,5678,81,1,1,0
1908,M,43,Single,4,$90K - $110K,Silver,8333.0,3,32,774,0.093,3889,81,3,2,0
1909,F,51,Married,1,Less than $50K,Silver,2431.0,4,42,0,0.0,3323,65,2,2,0
1910,F,45,Divorced,4,Less than $50K,Silver,5486.0,3,36,685,0.125,2965,70,4,1,0
1911,F,36,Single,1,Unknown,Silver,4685.0,6,36,1626,0.347,4560,81,1,3,0
1912,M,38,Single,2,$70K - $90K,Gold,26988.0,5,32,1587,0.059,3732,70,1,1,0
1913,M,37,Single,3,$50K - $70K,Silver,1696.0,3,36,0,0.0,2095,43,4,2,1
1914,F,54,Married,5,Less than $50K,Silver,2708.0,5,36,1616,0.597,4237,87,1,6,0
1915,M,51,Married,1,$110K and Over,Silver,25837.0,5,31,1812,0.07,3783,70,2,1,0
1916,F,45,Married,4,Less than $50K,Silver,3335.0,1,32,2238,0.671,5321,78,1,1,0
1917,F,49,Married,1,Unknown,Silver,5039.0,1,36,2489,0.494,4770,74,2,3,0
1918,F,43,Single,3,Unknown,Silver,1438.3,5,32,491,0.341,5016,86,1,1,0
1919,F,33,Unknown,2,Unknown,Silver,4651.0,3,21,2499,0.537,5097,79,3,3,0
1920,F,44,Single,5,Less than $50K,Silver,2709.0,3,30,1726,0.637,5056,89,1,3,0
1921,F,46,Married,3,Less than $50K,Silver,1438.3,6,40,0,0.0,4283,88,2,4,0
1922,M,52,Married,1,$90K - $110K,Silver,14858.0,4,36,1594,0.107,4286,72,2,2,0
1923,F,55,Married,2,Less than $50K,Silver,1438.3,4,36,739,0.514,4078,77,4,2,0
1924,F,45,Divorced,2,$50K - $70K,Silver,2901.0,6,27,2384,0.822,3835,78,2,3,0
1925,F,53,Single,2,Less than $50K,Silver,1438.3,3,40,0,0.0,4978,73,3,1,0
1926,M,30,Single,1,Unknown,Silver,21590.0,3,13,2517,0.117,2567,70,3,3,0
1927,F,32,Single,0,Less than $50K,Silver,1438.3,1,22,713,0.496,5099,80,2,3,0
1928,M,30,Divorced,0,$70K - $90K,Silver,6476.0,3,22,0,0.0,2723,66,3,3,0
1929,F,49,Unknown,3,Less than $50K,Silver,2705.0,4,36,1681,0.621,4265,87,3,3,0
1930,F,49,Divorced,3,Unknown,Silver,14072.0,2,42,1917,0.136,13432,107,3,2,0
1931,F,32,Married,0,Unknown,Silver,2172.0,3,26,1381,0.636,2945,69,2,3,0
1932,F,50,Unknown,0,Less than $50K,Silver,2242.0,3,36,888,0.396,4708,81,1,2,0
1933,F,43,Single,3,Less than $50K,Silver,6261.0,1,30,463,0.074,8132,64,2,2,1
1934,M,29,Married,0,$50K - $70K,Silver,4532.0,4,18,0,0.0,1885,55,4,3,0
1935,M,26,Single,0,$50K - $70K,Silver,2047.0,5,13,1196,0.584,2180,33,2,2,0
1936,M,42,Unknown,2,$50K - $70K,Silver,3735.0,3,30,1723,0.461,14501,92,5,2,0
1937,F,37,Single,2,$50K - $70K,Silver,3050.0,1,27,2517,0.825,4698,75,2,3,0
1938,M,40,Single,3,$50K - $70K,Silver,7680.0,2,27,1589,0.207,13617,105,3,2,0
1939,M,51,Divorced,4,$90K - $110K,Silver,34516.0,5,38,0,0.0,3250,63,2,3,0
1940,M,63,Married,1,$50K - $70K,Silver,2880.0,6,53,2362,0.82,1323,26,2,6,0
1941,F,53,Single,1,Less than $50K,Silver,3895.0,3,38,1981,0.509,16023,119,2,3,0
1942,F,44,Married,4,Less than $50K,Silver,1717.0,4,36,0,0.0,1468,29,0,1,0
1943,M,46,Married,3,$50K - $70K,Silver,2564.0,5,41,0,0.0,2038,45,2,2,1
1944,M,51,Divorced,2,$90K - $110K,Silver,21382.0,4,38,1692,0.079,3060,66,3,2,0
1945,M,52,Single,3,$70K - $90K,Silver,3323.0,4,44,2310,0.695,1599,47,4,2,0
1946,F,38,Married,2,Less than $50K,Silver,4429.0,5,32,0,0.0,1970,40,3,3,1
1947,M,46,Married,4,$70K - $90K,Silver,1535.0,5,35,700,0.456,1848,25,2,1,0
1948,F,47,Single,3,Less than $50K,Silver,2915.0,6,39,2422,0.831,4037,83,1,2,0
1949,F,29,Married,1,Less than $50K,Silver,1438.3,2,36,0,0.0,4769,84,0,2,0
1950,M,44,Married,4,$70K - $90K,Silver,2748.0,4,28,878,0.32,3383,67,2,2,0
1951,F,41,Married,3,Less than $50K,Silver,4662.0,1,15,0,0.0,4931,81,2,1,0
1952,F,50,Single,1,Less than $50K,Silver,2434.0,4,39,1340,0.551,4498,76,2,5,0
